active_risk_flags,feasible,first_action_delta_from_reference,primary_risk_family,score_delta_vs_conservative_stabilize,score_delta_vs_zero_bonus_winner,step,template_name,violation_count,violation_field_distribution,violation_reason_distribution,would_beat_zero_bonus_winner
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0,-0.06125000000000003,626,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,627,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": 0.0}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,627,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.10183333255102245,627,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10383333362390601,627,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,0.0,-0.10708333255102254,627,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,628,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": 0.0}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,628,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.10183333255102245,628,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10383333362390601,628,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,0.0,-0.10708333255102254,628,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,629,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": 0.0}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,629,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.10183333255102245,629,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10383333362390601,629,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,0.0,-0.10708333255102254,629,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,630,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": 0.0}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,630,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.10183333255102245,630,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10383333362390601,630,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,0.0,-0.10708333255102254,630,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,631,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": 0.0}",canopy_dew_lt1,-0.00187499999999996,-0.1089583325510225,631,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.10183333255102245,631,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10383333362390601,631,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt1,0.0,-0.10708333255102254,631,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt0,-0.00187499999999996,-0.1089583325510225,632,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": 0.0}",canopy_dew_lt0,-0.00187499999999996,-0.1089583325510225,632,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.005250000000000088,-0.10183333255102245,632,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0032499989271165264,-0.10383333362390601,632,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.02999998927116393}",canopy_dew_lt0,0.0,-0.10708333255102254,632,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0033750004470348705,-0.10858333299805734,633,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt0,-0.00187499999999996,-0.10708333255102243,633,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.005250000000000088,-0.09995833255102238,633,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0032499989271165264,-0.10195833362390594,633,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0015000004470347994,-0.10670833299805726,633,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0033750004470348705,-0.10858333299805734,634,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt0,-0.00187499999999996,-0.10708333255102243,634,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.005250000000000088,-0.09995833255102238,634,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0032499989271165264,-0.10195833362390594,634,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0015000004470347994,-0.10670833299805726,634,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0033750004470348705,-0.10858333299805734,635,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt0,-0.00187499999999996,-0.10708333255102243,635,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.005250000000000088,-0.09995833255102238,635,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0032499989271165264,-0.10195833362390594,635,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0015000004470347994,-0.10670833299805726,635,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0033750004470348705,-0.10858333299805734,636,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt0,-0.00187499999999996,-0.10708333255102243,636,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.005250000000000088,-0.09995833255102238,636,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0032499989271165264,-0.10195833362390594,636,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0015000004470347994,-0.10670833299805726,636,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0033750004470348705,-0.10858333299805734,637,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt0,-0.00187499999999996,-0.10708333255102243,637,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.005250000000000088,-0.09995833255102238,637,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt0,0.0032499989271165264,-0.10195833362390594,637,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1"", ""canopy_dew_margin_lt0""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt0,-0.0015000004470347994,-0.10670833299805726,637,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0033750004470348705,-0.10858333299805734,638,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt1,-0.00187499999999996,-0.10708333255102243,638,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.09995833255102238,638,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10195833362390594,638,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0015000004470347994,-0.10670833299805726,638,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0033750004470348705,-0.10858333299805734,639,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt1,-0.00187499999999996,-0.10708333255102243,639,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.09995833255102238,639,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10195833362390594,639,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0015000004470347994,-0.10670833299805726,639,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0033750004470348705,-0.10858333299805734,640,conservative_stabilize_dry,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.050000011920928955}",canopy_dew_lt1,-0.00187499999999996,-0.10708333255102243,640,conservative_stabilize_high_vpd,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.005250000000000088,-0.09995833255102238,640,conservative_stabilize_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.01000000536441803, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.0, ""u_ventilation"": 0.0}",canopy_dew_lt1,0.0032499989271165264,-0.10195833362390594,640,conservative_stabilize_canopy_dew,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0015000004470347994,-0.10670833299805726,640,conservative_stabilize_dry_vent_guard,0,{},{},False
"[""dew_risk"", ""humidity_or_dew_risk"", ""canopy_dew_margin_lt1""]",True,"{""u_co2"": 0.0, ""u_heating"": 0.0, ""u_lighting"": 0.0, ""u_screen"": 0.0, ""u_shading"": 0.06, ""u_ventilation"": -0.06}",canopy_dew_lt1,-0.0033750004470348705,-0.10858333299805734,641,conservative_stabilize_dry,0,{},{},False
